guid,text,back extra,tags
NK^)ecusK7,"Ein induzierter Teilgraph entsteht, wenn man aus einem Graph {{c1::nur Knoten &amp; dessen verbundene Kanten entfernt.&nbsp;}} Man darf also nicht {{c1::nur Kanten entfernen}}.",,eth::sem2::anw
maqkZ_mRL^,"Eine {{c2::endliche, nichtleere Menge&nbsp;\(\Sigma\)}} heisst {{c1::Alphabet}}.",,eth::sem3::ti
gXd7.Yb9Uo,Das leere Wort in einem Alphabet&nbsp;\(\Sigma\) wird mit {{c1::\(\lambda\)}} bezeichnet.,,eth::sem3::ti
j$!`:5QFF1,The order of the differential equation is {{c1::the order of the highest derivative in the equation}}.,,eth::sem3::ana2
b4S$^<QF#/,A differential equation is called <i>homogenous</i>&nbsp;if {{c1::its right hand side is 0}}.,,eth::sem3::ana2
"O]s3MO,?Y_","Ein deterministischer endlicher Automat (EA) ist ein Tupel&nbsp;\(M = (Q, \Sigma, \delta, q_0, F)\) wobei<br><ul><li>Q {{c1::eine endliche Menge von Zuständen}}</li><li>\(\Sigma\) {{c2::ein Eingabealphabet}}<br></li><li>\(q_0 \in Q\) {{c3::der Anfangszustand}}<br></li><li>\(\delta : Q \times \Sigma \to Q\) {{c4::die Übergangsfunktion}}</li><li>\(F \subseteq Q\) {{c5::die Menge der akzeptierenden Zustände}}</li></ul>ist.",,eth::sem3::ti
xeSD2qTh6x,"\(\delta(q,a) = p\) bedeutet, {{c1::dass&nbsp;\(M\) in den Zustand&nbsp;\(p\) übergeht, falls&nbsp;\(M\) im Zustand&nbsp;\(q\) das Symbol&nbsp;\(a\) gelesen hat}}",,eth::sem3::ti
(1/Qvg]Xr,"Die Klasse der <b>regulären</b> Sprachen&nbsp;\(\mathcal{L}_{EA}\) ist die Klasse der Sprachen, {{c1::welche von einem endlichen Automaten akzeptiert werden.}}",Jede Sprache&nbsp;\(L \in \mathcal{L}_{EA}\) wird <b>regulär</b> genannt.,eth::sem3::ti
FCP0iDPrPM,A useful equation for avoiding cancellation is&nbsp;\(a - b = \)&nbsp;{{c1::\(\frac{a^2 - b^2}{a+b}\)}},,eth::sem3::numcs
J|7tI:*3X~,A useful equation for avoiding cancellation is&nbsp;\(\log a - \log b = \)&nbsp;{{c1::\(\log \frac{a}{b}\)}},,eth::sem3::numcs
bkd.wM:Z2),A trap is {{c1::an intentional synchronous exception}}.,"Examples: syscalls, special instructions",eth::sem3::spca
bU`YK(6JD3,A fault is an {{c1::unintential but potentially recoverable synchronous}} exception.,"Examples: page faults, floating point exceptions",eth::sem3::spca
EG0;aXhy.p,An abort is an {{c1::unintentional and unrecoverable}} exception.,"Example: division by 0, machine check",eth::sem3::spca
nC7Np_X*?[,An interrupt is an {{c1::asychronous signal from an I/O device}}.,,eth::sem3::spca
Ec9<`O#pu`,A page fault happens when {{c1::a user accesses a location in memory that is not in physical memory}}.,Afterwards: returns to faulting instruction,eth::sem3::spca
",5u*`n3pb","If an interrupt is maskable, we can {{c1::choose to ignore or delay it}}.",,eth::sem3::spca
c*)gXQM;/x,IOMMU stands for {{c1::I/O Memory Management Unit}}.,,eth::sem3::spca
ma``5@}g5!,SAT =&nbsp;{{c1::\(\{\Phi \mid \Phi \) ist eine erfüllbare Formel in KNF\(\}\) }},== Satisfiability,eth::sem3::ti
N}5$B~v>B`,"CLIQUE =&nbsp;{{c1::\(\{(G,k) \mid G \) ist ein ungerichteter Graph, der eine&nbsp;\(k\)-Clique enthält&nbsp;\(\}\)}}",,eth::sem3::ti
"hBv?,]U<hO","Eine&nbsp;\(k\)-Clique in einem Graphen ist {{c1::ein Subset an Knoten der Grösse \(k\), welche alle paarweise verbunden sind.}}",,eth::sem3::ti
HdT~;:=bS>,"VC =&nbsp;{{c1::\(\{(G,k) \mid G\) ist ein Graph mit Knotenüberdeckung der Grösse höchstens&nbsp;\(k \}\)}}",,eth::sem3::ti
lemIxrNw-J,The TLB ({{c1::Translation Lookaside Buffer}}) is a {{c1::cache for mapping virtual page numbers to physical page numbers.}},,eth::sem3::spca
iu+k%(lt#L,PTE stands for {{c1::Page Table Entry.}},,eth::sem3::spca
C%bj;|h7KI,"\(L_U = \)&nbsp;{{c1::\(\{\text{Kod}(M)\#w \mid w \in \{0,1\}^* \text{ und M akzeptiert } w\}\)}}",,eth::sem3::ti
E7o[D?o[Rp,"\(L_H = \) {{c1::\(\{\text{Kod}(M)\# x \mid x \in \{0,1\}^*\)&nbsp; und M hält auf \(x\}\)}}",,eth::sem3::ti
nw`V)k:X;(,\(L_{\text{empty}} =\) {{c1::\(\{\text{Kod}(M) \mid L(M) = \varnothing \}\)}},,eth::sem3::ti
Gy&l~&[T$h,\(L_{EQ} =\)&nbsp;{{c1::\(\{\text{Kod}(M)\#\text{Kod}(\bar{M}) \mid L(M) = L(\bar{M})\}\)}},,eth::sem3::ti
x@yx*7fr{},"\(L_{H,\lambda} =\)&nbsp;{{c1::\(\{\text{Kod}(M) \mid M \text{ hält auf } \lambda \}\)}}",,eth::sem3::ti
rb>u/2<`S],"Der Satz von Cook besagt, dass {{c1::SAT NP-vollständig ist.}}",,
"sY00nMVq,]","Eine Grammatik ist eine Typ-3-Grammatik (<b>regulär</b>), falls {{c1::\(\forall (\alpha,\beta) \in P: \alpha \in \Sigma_N, \beta \in \Sigma_T^* \times \Sigma_N \cup \Sigma_T^*\).}}",d.h. nur ein Nichtterminal und Terminale nur als Prefix,eth::sem3::ti
t/ki)fCFZ`,"Eine Grammatik ist eine Typ-2-Grammatik (<b>kontextfrei</b>), falls&nbsp;{{c1::\(\forall (\alpha, \beta) \in P: \alpha \in \Sigma_N, \beta \in (\Sigma_N \cup \Sigma_T)^*\).}}",,eth::sem3::ti
st8gpJ{6.5,"Eine Grammatik ist eine Typ-1-Grammatik (<b>kontextsensitiv</b>), falls&nbsp;{{c1::\(\forall (\alpha, \beta) \in P: |\alpha| \le |\beta|\).}}","d.h. kann nicht ""schrumpfen""",eth::sem3::ti
F<DaUVTC>X,"Der Satz von Rice besagt, dass {{c1::jedes semantisch nichttriviale Entscheidungsproblem über Turingmaschinen unentscheidbar ist.}}",semantisch: unabhängig von Struktur der TM<br>nichttrivial: mindestens 1 aber nicht alle TM sind in der Sprache,eth::sem3::ti
dX|8rH#t|C,"Eine Sprache&nbsp;\(L\) ist NP-schwer, wenn {{c1::alle Sprachen in NP in polynomieller Zeit&nbsp;auf&nbsp;\(L\) reduziert werden können.}}",,
AmB39:CR8:,"Eine Sprache&nbsp;\(L\) ist NP-vollständig, falls&nbsp;{{c1::\(L \in\) NP und&nbsp;\(L\) NP-schwer ist.}}",z.B. SAT,
Oot<diX(:.,A compilation unit in C is roughly {{c1::a source file plus all of its includes.}},,eth::sem3::spca
k(/Gu0354D,<i>Referential transparency </i>means that {{c1::an expression always evaluates to the same value in every context}}.,,eth::sem4::fmfp
C[BU|b<B5v,A Candidate Key is {{c1::the minimal set of fields that identifies each tuple in a relation uniquely.}},,eth::sem4::dmdb
sXbQ&Fe48.,A Primary Key is {{c1::a chosen candidate key.}}<br>,intutitively: unique identifier for data row,eth::sem4::dmdb
"oPdA>lNf,k","In Relational Algebra, the&nbsp;\(\sigma\) operator means {{c1::Selection, so basically WHERE.}}",e.g.&nbsp;\(\sigma_{price&gt;100}\),eth::sem4::dmdb
JRBc]Z)OTu,"In Relational Algebra, the&nbsp;\(\prod\) operator means {{c1::Projection, so we select a subset of columns.}}","e.g.&nbsp;\(\prod_{name,price}\langle table \rangle\)",eth::sem4::dmdb
Hm!T4~r(8#,"In Relational Algebra, the&nbsp;\(\rho\) operator means {{c1::Renaming, so we change the name of the attributes.}}",,eth::sem4::dmdb
K?9tQE7Tz8,"In Relational Algebra, the&nbsp;\(\bowtie\) operator means {{c1::Natural Join, so join on all common attributes.}}",e.g. Customer&nbsp;\(\bowtie\) Purchase,eth::sem4::dmdb
"kH>F},njo;","In TCP congestion control, <i>slow start</i> is {{c1::a phase in which we enlarge the CWND by 1 per received ACK.}}","If all packets make it, this leads to a doubling of the CWND per RTT!",eth::sem4::cn
i|#OK[j/MH,"In TCP congestion control, a <i>timeout</i> causes the CWND to {{c1::be reset to 1.}}",,eth::sem4::cn
pZf]x$+2:S,"In TCP congestion control, fast recovery causes CWND {{c1::to be halved.}}",,eth::sem4::cn
Jy(nh2@i+B,The Karn/Partridge-Algorithm estimates {{c1::Round Trip Times for setting good timeouts}}.,,eth::sem4::cn
"s4OE}22i?,",The Jacobson/Karels algorithm is an improvement over the {{c1::Karn/Partridge}} algorithm.,,eth::sem4::cn
L3C~r!;%H#,The loopback address in IPv6 is {{c1::⠶1/128.}},,eth::sem4::cn
FC?_@*D~T3,"""Happy Eyeballs"" is a networking algorithm that says that {{c1::clients should try both IPv4 and IPv6, but prefer an IPv6 connection to a server if available.}}",,eth::sem4::cn
n&?@7Mh9T>,The 4 goals of reliable transfer are:<br><ul><li>{{c1::Correctness}}</li><li>{{c2::Timeliness}}</li><li>{{c3::Efficiency}}</li><li>{{c4::Fairness}}</li></ul>,,eth::sem4::cn
de5mYAM@HC,A reliable transport design is correct if&nbsp;{{c1::a packet is always resent if the previous packet was lost/corrupted.}},,eth::sem4::cn
u^R$XY$~W?,"To download a file with curl, use {{c1::<pre>curl -O</pre>}}",,
F2[du1bMu;,"In an OS, a trampoline is a {{c1::part of the memory that is at the same address in both the user and kernel page tables.}}",,
AReK9,The Operating System is defined as the body of software that<br><ul><li>{{c1::Multiplexes hardware resources}}</li><li>{{c2::Abstracts the hardware away}}</li><li>{{c3::Protects programs from each other}}</li></ul>,,eth::sem5::compsys
EsKaK,The three roles of an OS are to be {{c1::<ul><li>Referee</li><li>Illusionist</li><li>Glue</li>}}<br></ul>,,eth::sem5::compsys
l6y93,A<b> name&nbsp;</b>is an {{c1::identifier for an object in a system}}.,,eth::sem5::compsys
_3dwF,A&nbsp;<b>binding</b>&nbsp;is an {{c1::association of a name to an object}}.,,eth::sem5::compsys
Gj]cE,A&nbsp;<b>context</b>&nbsp;is a {{c1::set of bindings}}. Also known as {{c1::<b>namespace</b> or <b>name scope</b>}}.,,eth::sem5::compsys
{IP/B,<b>Resolution </b>is {{c1::the process of taking a name + context and finding the object bound to the name in that context}}.,The bound object could also be a new context.,eth::sem5::compsys
gMD>H,"A <b>naming network&nbsp;</b>is a {{c1::directed graph where nodes are either contexts or objects, and the edges are bindings}}.",,eth::sem5::compsys
9CO?E,A <b>pathname&nbsp;</b>is a {{c1::ordered list of names (called&nbsp;<i>path components</i>)&nbsp;that specify a path in a naming network}}.,A UNIX filename is&nbsp;a pathname.,eth::sem5::compsys
rR1E|Rtd{i,The central nervous system (CNS) is made up of {{c1::the brain and the spinal cord.}},,eth::electives::neuroinf
5lzrcfSCS,The cerebral cortex is the {{c1::superficial gray matter of the brain hemispheres.}},,eth::electives::neuroinf
P?oxC{*aqn,The <i>corpus callosum&nbsp;</i>is {{c1::the large midline fiber bundle connecting the two brain hemispheres.}},In German sometimes: <i>Balken</i>,eth::electives::neuroinf
he%>mSIN1U,"<i>Gray matter</i>&nbsp;is a term describing {{c1::regions of the CNS with many neuronal cell bodies, dendrites and synapses.}}","It's gray because there isn't much myelin in the gray matter, and the myelin is white.",eth::electives::neuroinf
j67EjJ[Ps6,The&nbsp;<i>gyrus</i>&nbsp;are {{c1::the ridges of the infolded cerebral cortex.}},,eth::electives::neuroinf
ET#5&q4pOP,The <i>limbic system&nbsp;</i>is {{c1::the part of the brain concerned with emotions.}},e.g. hippocampus and amygdala,eth::electives::neuroinf
IvNXmK(`|=,The&nbsp;<i>neocortex</i>&nbsp;is the {{c1::six-layered cortex that makes up about 90% of the&nbsp;<i>cerebral cortex</i>.}},The other 10% is&nbsp;<i>allocortex</i>.,eth::electives::neuroinf
H`/#Ge6^rC,The&nbsp;<i>peripheral nervous system (PNS)</i>&nbsp;includes {{c1::all nerves and neurons outside the brain &amp; spinal cord.}},,eth::electives::neuroinf
AM8Z[6%a%S,The&nbsp;<i>soma</i>&nbsp;is {{c1::the cell body of a neuron.}},,eth::electives::neuroinf
K|11=(4kV3,"In scheduling, <i>priority inversion</i>&nbsp;is {{c1::a problem where a low-priority task holds a lock that a high-priority task needs. Then a middle-priority task gets scheduled instead, and the high-priority task is unable to run.}}",This happened on the Mars Pathfinder rover.,eth::sem5::compsys
er_[@a/x|/,A <i>preemptive</i>&nbsp;scheduler may {{c1::interrupt and suspend a task before it is completed.}},,eth::sem5::compsys
"Hy)8GV2.,x","In scheduling,&nbsp;<i>priority inheritance</i>&nbsp;is {{c1::a solution to the priority inversion problem. If a task holds a lock, it temporarily has the priority of the highest process waiting for the lock.}}",This requires the scheduler to be involved in lock operations.,eth::sem5::compsys
qNO2x;^G`%,"In scheduling,&nbsp;<i>priority ceiling</i>&nbsp;is {{c1::a solution to the priority inversion problem. If a task holds a lock, it temporarily has the priority of the highest process which can ever hold the lock.}}",This can require static analysis of the entire system.,eth::sem5::compsys
Jt}2U{<M18,The <i>Goldman-Hodgkin-Katz equation</i> is used to determine the&nbsp;{{c1::reversal potential across a membrane including all permeable ions.}},,eth::electives::neuroinf
Kg1]+B+yKs,An&nbsp;<i>afferent</i>&nbsp;neuron/axon conducts action potentials&nbsp;{{c1::from the periphery&nbsp;<b>towards</b>&nbsp;the CNS}}.,,eth::electives::neuroinf
H:fht}fv0p,An&nbsp;<i>efferent</i>&nbsp;neuron/axon conducts action potentials {{c1::<b>away</b>&nbsp;from the CNS to the periphery.}},,eth::electives::neuroinf
fsw>C@#+MB,The presynaptic terminal is also called&nbsp;{{c1::axon terminal or bouton}}.,,eth::electives::neuroinf
tVYOj@8P3{,The <i>Nodes of Ranvier </i>are<i>&nbsp;</i>{{c1::myelin-sheath gaps along the axon where the action potential is regenerated}}.,,eth::electives::neuroinf
HXUCFYhchr,The <i>meninges</i>&nbsp;are {{c1::the three membranes that surround and protect the brain / spinal cord}}.,"(mammals have three, others not)",eth::electives::neuroinf
Ln!A!2^MYs,The&nbsp;<i>dura mater&nbsp;</i>is {{c1::the thick inelastic outermost layer of the&nbsp;<i>meninges</i>}}.,,eth::electives::neuroinf
Kfxefl7akn,The&nbsp;<i>arachnoid mater</i>&nbsp;is {{c1::the thin middle layer of the <i>meninges</i>}}.,"Among other things, it keeps blood from getting into the cerebrospinal fluid.",eth::electives::neuroinf
b?Q>c_!^r`,The&nbsp;<i>pia mater</i>&nbsp;is {{c1::the thin innermost layer of the&nbsp;<i>meninges</i>}}.,"Among other things, it prevents cerebrospinal fluid from reaching the brain.",eth::electives::neuroinf
A}wlY_JWE`,The CAP theorem says that any distributed system {{c1::can only have two of the three properties:<br><ul><li>Consistency</li><li>Availability</li><li>Partition tolerance}}</li></ul>,,eth::sem5::compsys
KeXb5qzp`K,The shared state in Bitcoin is&nbsp;{{c1::the set of <i>unspent transaction outputs (UTXOs)&nbsp;</i>and some additional global parameters.}},,eth::sem5::compsys
unMRZ`+L=q,"The Bitcoin PoW function is given by {{c1::\[\mathcal{F}_d(c,x) \to \text{SHA256}(\text{SHA256}(c|x)) &lt; \frac{2^{224} }{d}\]}}",,eth::sem5::compsys
NKH]x`l+`D,"On success, <tt>fork()</tt> returns&nbsp;{{c1::the child PID}} to the parent and&nbsp;{{c1::0}} to the child.",,eth::sem5::compsys
Kvf>{OSF=r,"On failure, <tt>fork()</tt> returns&nbsp;{{c1::-1}} to the parent and the child {{c1::is not created}}.",,eth::sem5::compsys
Hje6w~wY=U,The drift&nbsp;\(\delta\)&nbsp;is {{c1::the predictable clock error}}.,,eth::sem5::compsys
h2#T5DY.KD,TAI is a {{c1::time standard without leap seconds}}.,,eth::sem5::compsys
nEd$&|E5Cc,"Caller-save registers are {{c1::""volatile"" across a call - the caller must save them}}. In constrast, callee-save registers are {{c1::""non-volatile"" across a call - the called function must restore them}}.",,
HO>.af]C*u,A <b>naming hierarchy</b>&nbsp;is a {{c1::naming network that is a tree}}.,,eth::sem5::compsys
sfQf2o.KJK,An&nbsp;<b>indirect entry</b>&nbsp;is a {{c1::name bound to another path name}}.,The other path name is resolved in the same context as the indirect entry.,eth::sem5::compsys
N#Em7vCe!k,A&nbsp;<b>pure name</b>&nbsp;tells us {{c1::nothing useful about the object it refers to}}.,,eth::sem5::compsys
dhRXG*2Ox0,An&nbsp;<b>address</b>&nbsp;is a name that {{c1::also encodes information about the object it refers to}}.,Example: IPv4 address,eth::sem5::compsys
gy)-6Sy4zf,A&nbsp;<b>search path&nbsp;</b>is an {{c1::ordered list of contexts that are treated like a single context}}.,e.g. the $PATH variable on Linux. We go through all the contexts until we find a binding for the given name.,eth::sem5::compsys
gtAy<SsMZJ,<b>Synonyms&nbsp;</b>are {{c1::different names bound to the same object}}.<b>&nbsp;</b>,,eth::sem5::compsys
r2X~V-BV.K,<b>Bootstrapping</b> (also called <b>booting</b>) is the process {{c1::of starting the operating system when the machine is powered on / reset}}. It ends when {{c1::the operating system is running regular processes}}.,,eth::sem5::compsys
sKrZ!q+:vZ,"A computer boots by doing four steps:<br><ol><li>{{c1::CPU starts executing code at a fixed address, where the <i>Boot ROM</i> is.}}</li><li>{{c2::The Boot ROM code loads the second stage boot loader into RAM.}}</li><li>{{c3::The second stage boot loader loads the kernel and (sometimes) an initial file system into RAM.}}</li><li>{{c4::Jump to the kernel entry point.}}</li></ol>",,eth::sem5::compsys
h|Cu&fMJ5M,"In user mode, we have&nbsp;{{c1::limited}} privileges.",e.g. we cannot write to any memory,eth::sem5::compsys
kvhm6kMx2(,We switch from user mode to kernel mode when {{c1::a processor exception happens (e.g. a syscall trap or a page fault)}}.,,eth::sem5::compsys
ESJF/V;MUl,"When an exception occurs, we<br><ol><li>{{c1::Finish executing the current instruction}}.</li><li>{{c2::Switch to kernel mode}}</li><li>{{c3::Look up exception cause in the exception vector table}}</li><li>{{c4::Jump to the address from the table}}</li></ol>",,eth::sem5::compsys
x:F^pDT698,A <b>synchronous </b>exception happens because {{c1::we execute an instruction}}.,,eth::sem5::compsys
Hj-pfrl1qp,The <b>kernel</b>&nbsp;is {{c1::the code that runs in kernel mode}}.,,eth::sem5::compsys
i){xWs32PO,A&nbsp;<b>system library</b>&nbsp;is {{c1::a convenient interface to the kernel}}.,,eth::sem5::compsys
"q]>i*4P],A",A&nbsp;<b>daemon</b>&nbsp;is {{c1::a user-space process which provides OS services}}.,Example: crond for repeating tasks,eth::sem5::compsys
"P,:Q<gG]rt",IPC stands for {{c1::Inter-Process Communication}}.,,eth::sem5::compsys
"Lbp)Eg,*A2",A <b>hardware timer&nbsp;</b>regularly {{c1::causes an interrupt that returns control to the kernel handler}}.,,eth::sem5::compsys
Qqh<YKX71n,<b>Homonyms</b>&nbsp;are {{c1::the same name being bound to different objects}}.&nbsp;,,eth::sem5::compsys
l3u2Q*]s1Y,"While the interrupt handler runs, interrupts {{c1::are turned off}}.",Useful for implementing atomic operations,eth::sem5::compsys
M?Z7<gsL1f,A&nbsp;<b>process</b>&nbsp;is {{c1::the execution of a program with restricted rights}}.,,eth::sem5::compsys
"l,T%K.3/Vx",A&nbsp;<b>thread</b>&nbsp;is {{c1::a sequence of instructions within a process}}.,,eth::sem5::compsys
"F:-OGW,!D{",The name of a process is {{c1::its PID}}.,,eth::sem5::compsys
L^/Vqd~l3P,The Process Control Block (PCB) is a {{c1::data structure holding information about a process}}.,,eth::sem5::compsys
JC@Kw3[u0$,There are two main approaches for creating a process:&nbsp;{{c1::spawn}} and&nbsp;{{c2::fork/exec}}.,,eth::sem5::compsys
n5fV]Uya3&,The <b>trap frame</b> contains {{c1::values of certain registers saved there before a syscall is handled}}.,,eth::sem5::compsys
e;}MfYGPp},The kernel switches processes when either {{c1::a timer interrupts it}} or when {{c1::a process blocks}}.,,eth::sem5::compsys
N~>1j^pxGg,One of the main purposes of the <code>init</code> process is to {{c1::wait for any child to <code>exit()</code> so that there are no orphans}}.,,eth::sem5::compsys
~5$:%)t|),The two ways for processes to communicate are through {{c1::message passing}} or through {{c2::shared memory}}.,,eth::sem5::compsys
"c5zl!6P.,2",<b>Marshalling</b> is {{c1::the process of converting data into a format suitable for transmission}}.,e.g. arguments in a RPC are marshalled.,eth::sem5::compsys
wscm2:ZzpT,"A <b>zombie&nbsp;</b>is a {{c1::process that has died, but is still around because its parent hasn't called <code>wait()</code>.}}",,eth::sem5::compsys
b>!vbB%tin,A zombie process has to continue to exist because {{c1::the exit status must be preserved}}.,,eth::sem5::compsys
LaMG.yz?Ow,We need only three concepts to build all OS structures:<br><ul><li>{{c1::Mode switch}}<br></li><li>{{c2::Page tables}}<br></li><li>{{c3::Timer interrupts}}<br></li></ul>,,eth::sem5::compsys
v>sN<J--du,<b>Uniprocessor scheduling</b>&nbsp;is {{c1::the problem of scheduling tasks on a single processor core}}.,,eth::sem5::compsys
wB1/]TBw+a,<b>Batch scheduling</b>&nbsp;is {{c1::the problem of scheduling a (potentially unbounded) set of finite tasks}}.,,eth::sem5::compsys
P)MPQj)WGN,The&nbsp;<b>execution time&nbsp;</b>(or&nbsp;<b>run time</b>) of a job is {{c1::the time it takes for the job to execute once started}}.,,eth::sem5::compsys
L];d#pl8K],The&nbsp;<b>hold time</b>&nbsp;of a job is {{c1::the time it takes for the job from arriving at the scheduler to start executing}}.,,eth::sem5::compsys
ECA36ueMh5,The&nbsp;<b>wait time</b>&nbsp;of a job is {{c1::the total time it takes from arriving to finishing the job}}.,hold time + execution time,eth::sem5::compsys
IVW>~8oRKC,The&nbsp;<b>arrival time&nbsp;</b>(or&nbsp;<b>release time</b>) of a job is {{c1::the time where it arrives at the scheduler}}.&nbsp;,,eth::sem5::compsys
v{)Jt{3I9X,"In scheduling, <b>First Come First Served</b> (FCFS) works by always dispatching the job&nbsp;{{c1::with the earliest arrival time.}}&nbsp;",,eth::sem5::compsys
"j1,7?fguK=","The <b>convoy phenomenon</b>&nbsp;is a problem in scheduling where {{c1::many short jobs are stalled because of a long-running job, which inflates mean wait times}}.",,eth::sem5::compsys
ra7X;b:QSF,<b>Multi-level feedback queues</b>&nbsp;is a class of scheduling algorithms that {{c1::penalize CPU-bound tasks in favor of I/O-bound tasks}}.,,eth::sem5::compsys
C$y3%bGS<E,The aim of <b>multi-level feedback queue&nbsp;</b>algorithms is to {{c1::get good response times for interactive jobs and good throughput for background jobs}}.,,eth::sem5::compsys
o9V/e-c~vk,"In scheduling,&nbsp;<b>Earliest Deadline First</b>&nbsp;works by dispatching the job that {{c1::has the earliest deadline}}.",Would be implemented with a Priority Queue to work in&nbsp;\(\mathcal{O}(\log n)\),eth::sem5::compsys
k?8h]~A9$U,<b>Reservation-based scheduling&nbsp;</b>guarantees {{c1::a minimum amount of CPU time to each job.}},,eth::sem5::compsys
q:Zx:vTIk},A scheduler is <b>work conserving</b> if {{c1::no processor is ever idle when there is a runnable task.}},,eth::sem5::compsys
F2%x-aHHFi,The <b>First-level Interrupt Service Routine</b> (FLISR) is {{c1::the code that executes immediately as a result of a (device) interrupt}}.,,eth::sem5::compsys
fbVLg]V0@7,A&nbsp;<b>character device</b>&nbsp;is used for&nbsp;{{c1::unstructured}} IO and we access&nbsp;{{c1::single bytes in a byte-stream}}.,,eth::sem5::compsys
j^-RT?@Xbv,"A&nbsp;<b>block device</b>&nbsp;is used for&nbsp;{{c1::structured}} IO and we access {{c1::whole blocks, e.g. disk blocks}}.",,eth::sem5::compsys
p@f#]O^4D<,"The Process Control Block must contain at least {{c1::the page table, trap frame, kernel stack, open files, program name, scheduling state, PID}}.",Very bad card. Improve ASAP,"eth::sem5::compsys, marked"
v*nRJY[3+n,<b>Affinity scheduling</b>&nbsp;is the idea that {{c1::we should schedule jobs on the same core as much as possible}}.,,eth::sem5::compsys
LvH3t1!`I),"A&nbsp;<b>deferred procedure call&nbsp;</b>(DPC, also known as&nbsp;<b>soft interrupt handler</b>) is {{c1::a program created by the first-level interrupt handler to handle a device interrupt}}.",,eth::sem5::compsys
codoKAyp{;,"With&nbsp;<b>base and limit registers</b>, programs had to be compiled to {{c1::position-independent code}} because {{c1::the base address is not known at compile time}}.",(unless relocation registers were used),eth::sem5::compsys
P2k0n@Bjx@,A disadvantage of relocation registers is that they do not allow {{c1::sharing code / data}}.,,eth::sem5::compsys
f|.u17fg{G,"With segmentation, each process has a {{c1::segment table containing segments (offset + size)}}.",,eth::sem5::compsys
OVPFg=!XX~,An advantage of segmentation for MMU is that we can {{c1::share code/data between processes}}.,,eth::sem5::compsys
xLQi$?H9Vf,A disadvantage of segmentation for MMU is {{c1::external fragmentation - wasted space}}.,,eth::sem5::compsys
HAv2G}T=9L,"With&nbsp;<b>zero-on-reference</b>, we {{c1::zero the memory when allocated}} to avoid {{c2::leaking information}}.",,eth::sem5::compsys
A7*k587ot%,"With&nbsp;<b>fill-on-demand</b>, we can {{c2::start a program before its code is in physical memory}} by {{c1::bringing in pages from disk when needed}}.",,eth::sem5::compsys
A?e}V|<vEC,<b>Copy-on-write&nbsp;</b>(COW) optimizes {{c1::copying large regions of virtual memory}}.,,eth::sem5::compsys
yj]E)FK%VO,"When calling <code>fork()</code> with <b>Copy-on-write</b>, we {{c1::copy the page table and set all mappings to read-only in both address spaces}}.",,eth::sem5::compsys
l4o5?`X2P@,"When we write to a read-only page with&nbsp;<b>copy-on-write</b>, we {{c1::allocate a new page, copy the contents, and change the mapping to the new page}}.",,eth::sem5::compsys
ER<FIPEC?;,<b>Bélády's Anomaly</b>&nbsp;is the anomaly that {{c1::for some replacement algorithms <i>increasing</i> cache size can <i>reduce</i> the hit rate for certain access patterns}}.,e.g. FIFO has this anomaly,eth::sem5::compsys
bi]7]PTX5U,"The <b>clock&nbsp;</b>(or <b>second chance</b>) replacement policy approximates {{c1::LRU}}, but {{c2::is much cheaper}}.",,eth::sem5::compsys
B@BErQ%/*Y,A security&nbsp;<b>principal</b>&nbsp;or&nbsp;<b>subject</b>&nbsp;is {{c1::an entity to which we give access rights}}.,,eth::sem5::compsys
D%)RCGuH3$,The&nbsp;<b>protection domain</b>&nbsp;of a principal is {{c1::the set of objects for which the principal has some rights}}.,,eth::sem5::compsys
"LGJQ3`r,?2",The&nbsp;<b>access control matrix</b>&nbsp;is a table where {{c2::the rows are principals and the columns are objects}}. A cell is {{c1::a list of the rights the principal has over the object}}.,,eth::sem5::compsys
"CWy*s$#F,R","An&nbsp;<b>access control list&nbsp;</b>(<b>ACL</b>) is a {{c1::list for a column of the access control list, so a set of the rights principals have over an object}}.",,eth::sem5::compsys
"sDjsI.g!,|",Cranial nerves are the nerves {{c1::emerging directly from the brain}} and connect to {{c2::our primary senses (vision / taste / smell / hearing)}}.,,eth::electives::neuroinf
ju>g#H;:h],The <b>ventricular system </b>is {{c1::a set of four holes (<i>cerebral ventricles)</i>&nbsp;in the brain}}. In there {{c2::the cerebrospinal fluid (CSF)}} is produced.,,eth::electives::neuroinf
bjUw*%v0~f,The <b>basal ganglia</b>&nbsp;is a {{c1::part of the brain that is (among other things) involved in voluntary movement}}.,,eth::electives::neuroinf
h3olXpK^6Y,The&nbsp;<b>thalamus</b>&nbsp;is a {{c1::large mass of gray matter that also acts as a relay for sensory signals}}.,,eth::electives::neuroinf
BIlN1.JV2>,The&nbsp;<b>hypothalamus</b>&nbsp;is {{c1::a part of the brain that connects the nervous system to the hormone system}}.,,eth::electives::neuroinf
kt&]kaMV%t,"The&nbsp;<b>cerebellum&nbsp;</b>(""little brain"") is a {{c1::part of the brain that is important for motor control}}.",,eth::electives::neuroinf
bJiAU2H)~j,Camillo Golgi discovered a {{c1::technique to stain neurons in nervous tissue}}.,,eth::electives::neuroinf
kX)cVyJuw+,Hodgkin and Huxley were able to {{c1::describe how ionic currents caused the action potential}}.,,eth::electives::neuroinf
