guid,text,extra,tags
"CWy*s$#F,R","An&nbsp;<b>access control list&nbsp;</b>(<b>ACL</b>) is a {{c1::list for a column of the access control list, so a set of the rights principals have over an object}}.",,ETH::sem5::CompSys
"sDjsI.g!,|",Cranial nerves are the nerves {{c1::emerging directly from the brain}} and connect to {{c2::our primary senses (vision / taste / smell / hearing)}}.,,ETH::electives::NeuroInf
ju>g#H;:h],The <b>ventricular system </b>is {{c1::a set of four holes (<i>cerebral ventricles)</i>&nbsp;in the brain}}. In there {{c2::the cerebrospinal fluid (CSF)}} is produced.,,ETH::electives::NeuroInf
bjUw*%v0~f,The <b>basal ganglia</b>&nbsp;is a {{c1::part of the brain that is (among other things) involved in voluntary movement}}.,,ETH::electives::NeuroInf
h3olXpK^6Y,The&nbsp;<b>thalamus</b>&nbsp;is a {{c1::large mass of gray matter that also acts as a relay for sensory signals}}.,,ETH::electives::NeuroInf
BIlN1.JV2>,The&nbsp;<b>hypothalamus</b>&nbsp;is {{c1::a part of the brain that connects the nervous system to the hormone system}}.,,ETH::electives::NeuroInf
kt&]kaMV%t,"The&nbsp;<b>cerebellum&nbsp;</b>(""little brain"") is a {{c1::part of the brain that is important for motor control}}.",,ETH::electives::NeuroInf
bJiAU2H)~j,Camillo Golgi discovered a {{c1::technique to stain neurons in nervous tissue}}.,,ETH::electives::NeuroInf
kX)cVyJuw+,Hodgkin and Huxley were able to {{c1::describe how ionic currents caused the action potential}}.,,ETH::electives::NeuroInf
F9]ZUtLJ~&,"When neurotransmitter vesicles undergo&nbsp;<b>priming</b>, {{c2::they become ready to be released}}. This corresponds to {{c1::the assembly of the SNARE complex}}.",,ETH::electives::NeuroInf
tBu|bk=f;>,SNARE complexes are {{c1::protein structures which help with vesicle priming &amp; fusion}}.&nbsp;,,ETH::electives::NeuroInf
NJ*dyw++I?,"<b>Hebb's law</b>&nbsp;says that {{c1::neurons that fire together, wire together}}.",,ETH::electives::NeuroInf
CL+F<]eW(z,The&nbsp;<b>axon hillock</b>&nbsp;is the {{c1::part of the soma that connects to the axon}}.,,ETH::electives::NeuroInf
F(W+6cp|O|,"In the axon hillock, {{c1::potentials are summed and if a threshold is exceeded, an action potential propagates through the axon}}.",,ETH::electives::NeuroInf
A?.Syey&Bz,"When the action potential arrives at the presynaptic terminal, {{c2::voltage-gated&nbsp;\(Ca^{2+}\)&nbsp;channels are opened}}, which cause {{c1::neurotransmitter to be released}}.",,ETH::electives::NeuroInf
koU>}z6#%8,<b>Long-term potentiation&nbsp;</b>(<b>LTP</b>) is {{c1::a strengthening of synapses}} and happens {{c2::after short but high-frequency stimulation}}.,,ETH::electives::NeuroInf
Px[p|VUH3,<b>Long Term Depression&nbsp;</b>(<b>LTD</b>) is {{c2::a weakening of synapses}} and happens after {{c1::long but low frequency stimulation}}.,,ETH::electives::NeuroInf
Itnn>r2wqH,A <b>Hopfield network</b>&nbsp;consists of {{c1::multiple McCulloch-Pitts neurons that are fully connected}}.,,ETH::electives::NeuroInf
M++ZgS-YUk,The receptor {{c1::NMDA}} is critically involved in Long-Term Potentiation.,,ETH::electives::NeuroInf
LLxTD2CGz6,<b>Population codes</b> are {{c1::neural representations at the level of groups of cells}}.,,ETH::electives::NeuroInf
vq^:lBS9xZ,The&nbsp;<b>association cortex</b>&nbsp;is the part of the cerebral cortex that is {{c1::not involved in sensory / motor processing}}.,,ETH::electives::NeuroInf
oL82K.iqM},Potassium is a chemical element called {{c1::Kalium}} in German.,,
D%n:xT4NsA,Sodium is a chemical element called {{c1::Natrium}} in German.,,
"s?,>Bm1om[","In an asynchronous environment, a message will {{c1::arrive in a finite but unbounded time}}.",,ETH::sem5::CompSys
hb*O9R!dzI,Any-Input validity says that {{c1::the decision value must be the input of <b>any</b> node}}.,,ETH::sem5::CompSys
Bs#TY+1BK,"All-Same Validity says that {{c1::if&nbsp;<b>all</b>&nbsp;nodes start with the same input, that must be the decision value}}.",,ETH::sem5::CompSys
z&&CL8ndFC,A network with&nbsp;\(n\)&nbsp;nodes cannot reach byzantine agreement with {{c1::&nbsp;\(f \ge \frac{n}{3}\)}}&nbsp;byzantine nodes.,,ETH::sem5::CompSys
f>;WqcK&;S,"The King algorithm has three phases:{{c1::<br><ol><li>Vote (broadcast value)</li><li>Propose (if a value is received often, propose it)</li><li>King (if few proposals, follow the king)</li></ol>}}",,ETH::sem5::CompSys
wG?*pt$)Rv,"In a distributed system,&nbsp;<b>churn&nbsp;</b>is {{c1::how much nodes are joining and leaving the system}}.",,ETH::sem5::CompSys
cjL90/.XaW,A <b>quorum&nbsp;</b>is a {{c1::subset of nodes of a system}}.,,ETH::sem5::CompSys
j<s9~<6yd),A&nbsp;<b>quorum system</b>&nbsp;is a {{c1::set of quorums such that every two quorums intersect}}.,,ETH::sem5::CompSys
OPET[/g@ia,"In the&nbsp;<b>Majority</b>&nbsp;quorum system, {{c1::every quorum has&nbsp;\(\lfloor\frac{n}{2}\rfloor +1\)&nbsp; nodes}}.",,ETH::sem5::CompSys
m(1lxss1wc,An&nbsp;<b>access strategy</b>&nbsp;\(Z\) defines {{c1::the probability&nbsp;\(P_Z(Q)\)&nbsp; of accessing a quorum&nbsp;\(Q \in S\)&nbsp; such that&nbsp;\(\sum_{Q\in S}P_Z(Q) = 1\)&nbsp;.}},,ETH::sem5::CompSys
y_pY&S5HO_,The&nbsp;<b>work&nbsp;</b>of a&nbsp;<b>quorum</b>&nbsp;is {{c1::the number of nodes in it}}.,,ETH::sem5::CompSys
m#2Ws$gx<^,The&nbsp;<b>resilience</b>&nbsp;of a quorum system is {{c1::the largest number of nodes that can fail such that there's always a quorum without failed nodes}}.,,ETH::sem5::CompSys
P<79Ac2]?k,Every quorum system has a load of at least&nbsp;{{c1::\(\frac{1}{\sqrt{n} }\)}}.,,ETH::sem5::CompSys
oZ_F.r}X_n,A&nbsp;<b>uniform</b>&nbsp;quorum system is one in which {{c1::all quorums have the same number of nodes}}.,,ETH::sem5::CompSys
gyBHHll*`s,"The load in a (B-)grid quorum system is&nbsp;{{c1::\(\Theta(\frac{1}{\sqrt{n} })\), which is optimal}}.",,ETH::sem5::CompSys
"Ip,B$&2mQS","The <b>Precise Time Protocol</b> (PTP) is similar to NTP, but {{c1::uses MAC layer timestamps}}.",This removes software delay.,ETH::sem5::CompSys
IaVx}BG;GX,A <b>logical volume&nbsp;</b>can {{c1::merge multiple physical devices into a single volume}}.,,ETH::sem5::CompSys
"ye;Mj!,B7W","The <b>superblock</b>&nbsp;is the {{c1::area of a disk which holds information about the layout of the file system (how large, where inode tables are, etc.)}}.",In FAT: the Master Boot Record,ETH::sem5::CompSys
eQtj[(^2Gp,A <b>virtual machine monitor</b>&nbsp;does {{c1::virtualize an entire machine}}.,,ETH::sem5::CompSys
"M2`Ujt9I`,",A <b>Type-1</b> hypervisor runs {{c1::directly on the hardware}}.,,ETH::sem5::CompSys
fBDorDp;.;,A&nbsp;<b>Type-2</b>&nbsp;hypervisor runs {{c1::on a conventional OS like normal software}}.,,ETH::sem5::CompSys
M@E3{pU|8[,A&nbsp;<b>paravirtualized</b>&nbsp;guest OS is one that {{c1::has been modified for running inside a VM}}.,"Fast, but cannot run arbitrary OS binaries",ETH::sem5::CompSys
no.}289bF9,Virtualization with <b>binary rewriting</b>&nbsp;{{c1::patches the kernel on the fly to remove unvirtualizable instructions}}.,,ETH::sem5::CompSys
"oHa$AhOy#,","With&nbsp;<b>directly writable tables</b>, a guest OS can {{c1::create page tables the hardware uses to directly translate virtual adresses to machine addresses}}.",,ETH::sem5::CompSys
c?6X(`YqDk,"With&nbsp;<b>directly writable tables</b>, the VMM has to {{c1::check all writes to page table entries, such that the guest cannot escape the VM}}.",Bad for performance,ETH::sem5::CompSys
KIcd~.{OLn,A strategy profile is a&nbsp;<b>social optimum</b>&nbsp;if it {{c1::minimizes the sum of all costs (or maximizes payoff)}}.,,ETH::sem5::CompSys
bgH!EUFW|p,A <b>Nash Equilibrirum</b>&nbsp;is a {{c1::strategy profile where nobody can improve their strategy alone (without others changing)}}.,,ETH::sem5::CompSys
m&(Dpj@skK,The&nbsp;<b>Price of Anarchy</b>&nbsp;is {{c1::the ratio between the Nash Equilibrium with the highest cost (smallest payoff) and the social optimum}}.,,ETH::sem5::CompSys
cafEI$y4F>,The <b>Optimistic</b>&nbsp;<b>Price of Anarchy</b>&nbsp;is {{c1::the ratio between the Nash Equilibrium with the smallest cost (highest payoff) and the social optimum}}.,,ETH::sem5::CompSys
Jr|[;FW0:J,<b>Braess's paradox</b>&nbsp;says that {{c1::adding one or more roads to a road network can slow down overall traffic flow}}.,,ETH::sem5::CompSys
"b%T,*)s}y$","A&nbsp;<b>ticket</b>&nbsp;is a weaker form of a lock that {{c1::can be reissued and that expires (if a new ticket was issued since by a server, the old one is no longer accepted)}}.",,ETH::sem5::CompSys
G13bJGzCCl,Paxos cannot make progress anymore if {{c1::half or more of the servers crash}}.,,ETH::sem5::CompSys
C^Jc)5rzai,There is no deterministic algorithm that achieves consensus in {{c1::the asynchronous model for&nbsp;\(f &gt; 0\).}},,ETH::sem5::CompSys
J$3IJ4uMC-,A transaction with a&nbsp;<b>timelock</b>&nbsp;is {{c1::not released into the network until the timelock expires}}.,,ETH::sem5::CompSys
gmL3-FGTW$,The diameter of a graph is the {{c1::longest shortest path}}.,,ETH::sem5::CompSys
"oVmXrU@C,D",The&nbsp;<i>span</i>&nbsp;of a set of vectors is {{c1::the set of all possible linear combinations of them}}.,The span is a linear subspace.,ETH::sem1::LinAlg
H3<#NN+ZEG,The&nbsp;<i>p</i>-norm of a vector&nbsp;\(x \in \mathbb{R}^n\)&nbsp;is defined as&nbsp;{{c1::\(||x||_p=\left(\sum_{i=1}^n |x_i|^p\right)^{1/p}\)}}.,,ETH::sem1::LinAlg
hIZBW%wW@-,"The&nbsp;<i>loss function</i>&nbsp;\(l(f(x),y)\)&nbsp;tells us {{c1::how good the predicted value&nbsp;\(f(x)\)&nbsp;is compared to the true value&nbsp;\(y\)}}.",e.g. squared loss,ETH::sem6::IML
d4:]NJ>Tt4,The&nbsp;<i>training loss&nbsp;</i>\(L(f)\)&nbsp;is {{c1::the average loss over the training set for a predictor&nbsp;\(f\).}},,ETH::sem6::IML
z4LU850Knr,The&nbsp;<i>flyweight pattern&nbsp;</i>{{c1::minimizes memory usage and coupling}} by {{c2::sharing data of (often immutable) objects.}},,
Ci>!E>7&JJ,"In the&nbsp;<b>Observer Pattern</b>, the&nbsp;<i>subject</i>&nbsp;has {{c1::a list of dependents (observers) and notifies them of state changes through calling a method.}}",,ETH::sem6::RSE
k1fk*C<rL0,"In the <b>Model-View-Controller</b>&nbsp;architecture,&nbsp;<br><ul><li>the model {{c1::contains core functionality &amp; data}}</li><li>the views {{c2::display information to the user}}</li><li>the controllers {{c3::handle user input}}</li></ul>",,ETH::sem6::RSE
!ZrKZ;Af;,"A disadvantage of event-based architectures is that we {{c1::lose control (who responds, in what order, etc.)}}.",,ETH::sem6::RSE
Eu_*si.M)P,The <b>Strategy Pattern</b>&nbsp;allows {{c1::selecting an algorithm / option at runtime}}.,e.g. different filters depending on type,ETH::sem6::RSE
s~L^mS%.Jj,An advantage of holding out less data (smaller test set) is that we are {{c1::more likely to get a better model}}.,,ETH::sem6::IML
Ph$)qEq~M],An advantage of holding out more data (larger test set) is that we are {{c1::able to better estimate the generalization error}}.,,ETH::sem6::IML
ct!1<E>7Ok,The training set is used to {{c1::find the best parameters of a given method}}.,,ETH::sem6::IML
deEOh9$*%),The validation set is used to {{c1::find the best method}}.,,ETH::sem6::IML
P^c[xpcuo-,The test set is used to {{c1::check how good our model performs}}.,,ETH::sem6::IML
w@Gz>T$yfx,Underfitting is driven by the {{c1::bias}}.,,ETH::sem6::IML
EDF!D_MATb,Overfitting is driven by the {{c1::variance}}.,,ETH::sem6::IML
EN=(HA};&h,Lasso regression limits the&nbsp;{{c1::\(l_1\)-norm}}.,,ETH::sem6::IML
qPR^$NQVU1,Ridge regression limits the&nbsp;{{c1::\(l_2\)-norm}}.,,ETH::sem6::IML
jD{x4[R;Q2,"In classification,&nbsp;<b>precision</b>&nbsp;is {{c1::the number of true positives over the number of elements labelled as positive}}.",,ETH::sem6::IML
GslpMQ%i4D,"In classification,&nbsp;<b>recall</b>&nbsp;is the {{c1::number of true positives divided by the number of actually positive elements}}.",,ETH::sem6::IML
dnJ=^oKkX+,A complete lattice is a poset where {{c1::every subset has a least upper and greatest lower bound.}}&nbsp;,,ETH::sem6::RSE
m<EZOz;g9.,Coupling measures {{c1::how much modules depend on each other}}.,"<img src=""Screenshot_20230509_085330.jpeg"">",ETH::sem6::RSE
"mm7Zv0,o?8",Procedural Coupling: Modules are coupled to other modules {{c1::whose methods they call}}.,,ETH::sem6::RSE
sT57ik6&l.,An event-based style (e.g. MVC) helps with {{c1::procedural}} coupling.,,ETH::sem6::RSE
"J[%<|JIFB,",Class Coupling: {{c1::Inheritance}} couples a class to another class.,,ETH::sem6::RSE
Q;3J;IavU*,"The ""Fragile base class problem"" is an OOP problem where {{c1::seemingly safe modifications to a base class may break subclasses}}.",,ETH::sem6::RSE
v0TOi]x`nA,"By using interfaces, we can often reduce {{c1::class}} coupling.",,ETH::sem6::RSE
oO?xg8a/!a,We can reduce class coupling from allocations by delegating these to a so-called {{c1::<i>abstract factory</i>}}.,,ETH::sem6::RSE
vG*8Z<uBg{,We can prepare modules for future change by {{c1::parametrizing}} them.,,ETH::sem6::RSE
CbI&TbkZzP,"The <i>vanishing gradient problem</i>&nbsp;is a problem in machine learning where {{c1::during training the gradient becomes very small, which prevents our weights from changing &amp; further training}}.",,ETH::sem6::IML
Gtf}}jL&I;,The <b>softmax</b>&nbsp;function is often used in the {{c2::final}} layer of a {{c1::neural network-based classifier}}.,,ETH::sem6::IML
JIG(]z]OI`,A&nbsp;<b>gradient descent</b>&nbsp;iteration updates&nbsp;\(w^{next}\)&nbsp;to be {{c1::\(w^{now} -\eta\cdot\nabla L(w^{now})\).}},,ETH::sem6::IML
KGqQ``lr&],"In&nbsp;<b>gradient descent</b>,&nbsp;\(\eta\)&nbsp;is the {{c1::learning rate}}.",,ETH::sem6::IML
HLknPr2Z/U,The closed form solution of <b>d-dim linear regression</b>&nbsp;for&nbsp;\(w_{min}\)&nbsp;is&nbsp;{{c1::\((X^TX)^{-1}X^Ty\).}},,ETH::sem6::IML
O=NEFB;h6E,"In gradient descent,&nbsp;<b>momentum</b>&nbsp;incorporates {{c2::the gradient of the previous step}} to {{c1::remove oscillations and speed up convergence}}.",,ETH::sem6::IML
AuTV*PszQf,"Minibatch SGD uses {{c2::a subset of points}}, whereas normal SGD uses {{c1::just one point}}.&nbsp;",,ETH::sem6::IML
"mL3UC,AJNu",The&nbsp;<b>logistic loss</b>&nbsp;is defined as&nbsp;\(g_{log}(y\hat{f}(x)) =\){{c1::\(\log(1+e^{-y\hat{f}(x)})\)}}.,,ETH::sem6::IML
LfcJJx/%n&,"In&nbsp;<b>one-vs-rest</b>, we try to learn classes by {{c1::relabeling points from all classes except one as&nbsp;\(-1\) and the one from that class as&nbsp;\(1\).}}",,ETH::sem6::IML
6+*XPUsf,The ROC curve plots the {{c1::TPR (True Positive Rate)}} against the {{c2::FPR (False Positive Rate)}}.,,ETH::sem6::IML
Opx|X)ie?z,AUROC stands for {{c1::Area Under the Receiver Operating Characteristic (curve)}}.,,ETH::sem6::IML
o/+IipWh-D,"Ideally, the AUROC is equal to&nbsp;{{c1::\(1\)}}.",,ETH::sem6::IML
s3TE=|@|*j,A&nbsp;<b>pooling layer</b>&nbsp;helps by {{c1::reducing the width of the network / number of parameters}}.,,ETH::sem6::IML
El*X&$}Qu-,A&nbsp;<b>prior</b>&nbsp;(distribution) is an {{c1::assumed probability distribution before some evidence is taken into account}}.,,ETH::sem6::IML
t$}W>t9!-8,We call <b>Gaussian Naive Bayes</b> naive because it assumes that {{c1::every pair of features is conditionally independent}}.,,ETH::sem6::IML
N9w!CC-Z]C,"Weakly-typed languages do {{c1::classify values into types}}, but do not {{c1::enforce additional restrictions}}.",,ETH::COOP
dQh^IW/k)x,Strongly-typed languages enforce that {{c1::all arguments to an operation have the correct types}}.&nbsp;,,ETH::COOP
k27S$rV~n|,A type is a {{c1::set of values sharing some properties}}.,,ETH::COOP
qoA|R*5Az>,"In static type checking, we determine {{c1::at compile time}} if a program is correctly typed.",,ETH::COOP
bN]A1Bv?:F,"In dynamic type checking, we determine {{c1::at run time}} if the arguments to an operation are of the expected type.",,ETH::COOP
Q]rekwf&t#,"The type invariant for statically type-safe OOP language is ""{{c1::In every program state, the value of the variable <b>v</b> is an element of the declared type of <b>v</b>.}}""",,ETH::COOP
f>Ch=D*lsn,Gradual Typing is {{c1::optional static type checking}} for dynamically-typed languages.,,ETH::COOP
HS&*pcBK}*,Two examples for gradual typing are {{c1::TypeScript for JavaScript and mypy for Python}}.&nbsp;,,ETH::COOP
t)Da)2xZ_j,Duck typing is an informal name for {{c1::structural dynamic type systems}}.,,ETH::COOP
p)B-LoXd2^,A&nbsp;<b>persona&nbsp;</b>is&nbsp;{{c1::a precise description of a user as a stand-in for a real user}}.,,ETH::sem5::HCI
yQ^3mS7^Bk,"With the&nbsp;<b>analytical&nbsp;</b>method, we look at {{c1::<i>inherent attributes</i> of the design rather than seeing the design in use}}.",,ETH::sem5::HCI
c!YxySw+r),"With the&nbsp;<b>empirical</b>&nbsp;method, we look at {{c1::how a design (change) affects&nbsp;<i>observable usage</i>}}.",,ETH::sem5::HCI
eRvt6)zVlf,There are five principal components to Usability:<br><ul><li>{{c1::Learnability}}</li><li>{{c1::Efficiency}}</li><li>{{c1::Memorability}}</li><li>{{c1::Errors}}</li><li>{{c1::Satisfaction}}</li></ul>,,ETH::sem5::HCI
oIA6UabC=c,An&nbsp;<b>affordance</b>&nbsp;is an {{c1::action that the design of an object suggests to a user}}.,A button&nbsp;<i>affords</i>&nbsp;pushing.,ETH::sem5::HCI
D[%5/M72xV,<b>KLM</b>&nbsp;stands for {{c1::Keystroke Level Model}}.,,ETH::sem5::HCI
rYI)(<NN92,<b>Priming&nbsp;</b>means that {{c1::we ask questions that already imply a certain answer}}.,,ETH::sem5::HCI
